Key Operating Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,4.87,0.48,-50.56,149.48,-4.23,,,-94.27,,,
3-Year Average,34.55,17.01,-19.53,7.42,5.71,,-39.86,-76.47,,-11.54,
5-Year Average,30.7,40.98,3.89,14.59,4.48,,-23.14,-50.05,,-30.93,
10-Year Average,25.0,22.32,13.02,16.84,17.31,,4.1,-27.96,,-15.05,
