Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,,,,-9.39,33.4,19.42,-10.21,-12.66,59.97,2.11,
Free Cash Flow Growth % YOY,,,,-34.0,,,-29.87,,,,
Cap Ex as a % of Sales,,,30.63,31.66,60.47,11.0,14.37,85.75,71.14,64.41,48.87
Free Cash Flow/Sales %,,,23.66,14.73,-10.41,40.49,22.88,-59.66,-30.61,-25.3,-11.85
Free Cash Flow/Net Income,,,0.66,0.42,-0.35,1.42,0.95,-4.17,-3.51,-3.52,-1.87
