Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,,,,,,,,100.0,100.0,100.0,100.0
COGS,,,,,,,,71.59,72.39,71.43,71.43
Gross Margin,,,,,,,,28.41,27.61,28.57,28.57
SG&A,,,,,,,,25.62,25.46,25.78,25.78
R&D,,,,,,,,0.29,,0.42,0.42
Other,,,,,,,,0.47,0.8,1.13,1.13
Operating Margin,,,,,,,,2.04,1.34,1.23,1.23
Net Int Inc & Other,,,,,,,,-4.21,-4.48,-5.12,-5.12
EBT Margin,,,,,,,,-2.17,-3.13,-3.88,-3.88
