Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,,18.09,-18.73,12.51,23.1,12.95,4.53,-4.57,-19.97,-7.69,16.11
3-Year Average,,9.05,1.43,2.59,4.03,16.09,13.27,4.06,-7.24,-11.0,
5-Year Average,,12.85,2.95,3.47,7.65,8.47,5.85,9.31,2.11,-3.6,
10-Year Average,,7.63,7.21,7.21,9.19,9.99,9.3,6.08,2.78,1.87,
