Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,73.06,-47.88,31.67,-60.82,8.77,175.0,18.48,-49.01,69.42,79.66,21.0
3-Year Average,8.06,-12.69,5.9,-35.46,-17.52,5.43,52.46,18.44,0.78,15.78,
5-Year Average,8.5,5.39,-2.83,-19.25,-12.73,-4.26,12.82,-6.68,25.08,38.28,
10-Year Average,8.24,4.97,2.12,-7.06,-7.1,1.92,9.04,-4.77,0.5,9.85,
