Key Revenue %,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Year over Year,,4.41,-3.75,-15.86,-25.11,3.5,8.21,4.81,85.95,24.74,
3-Year Average,,-0.43,-5.91,-5.44,-15.35,-13.28,-3.06,6.03,23.96,42.52,
5-Year Average,,2.96,1.93,-4.38,-12.09,-8.1,-5.53,-4.13,10.05,20.91,
10-Year Average,,13.66,10.91,7.18,2.46,-0.85,-1.67,-1.35,3.09,5.58,
