Key Operating Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,,,151.55,73.03,53.23,75.17,30.59,64.52,-38.22,24.28,-55.38
3-Year Average,,,,,88.23,66.84,51.9,55.55,9.9,8.1,
5-Year Average,,,,,,,72.46,58.42,28.93,23.64,
10-Year Average,,,,,,,,,,,
