Key Net Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,,-3.24,-23.18,10.5,-3.34,-32.11,-16.95,14.66,42.15,58.17,
3-Year Average,,1.07,-7.74,-6.35,-6.38,-10.16,-18.32,-13.53,10.62,37.12,
5-Year Average,,14.31,-0.7,-2.6,-3.45,-11.63,-14.29,-7.14,-2.34,7.77,
10-Year Average,,10.8,5.71,7.44,7.52,2.48,-1.02,-3.97,-2.47,2.0,
