Key Profitability,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Tax Rate %,0.95,,,,,,,,,,
Net Margin %,27.4,13.59,19.98,8.12,8.49,22.05,24.57,12.06,18.99,31.77,38.95
Asset Turnover (Average),0.14,0.13,0.13,0.11,0.12,0.12,0.12,0.12,0.1,0.11,0.11
Return on Assets %,3.9,1.83,2.56,0.97,1.04,2.7,3.01,1.4,1.93,3.39,4.25
Financial Leverage (Average),3.89,3.86,3.17,3.32,2.96,2.87,2.86,1.94,1.95,1.97,2.0
Return on Equity %,15.74,7.08,8.9,3.14,3.24,7.84,8.61,3.01,3.75,6.65,8.5
Return on Invested Capital %,8.99,5.29,5.69,3.11,3.23,5.01,5.21,3.34,3.7,5.19,6.13
Interest Coverage,,1.81,,1.58,1.54,2.29,2.35,1.81,2.21,3.0,3.49
