Key Operating Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,,19.35,,,21.84,-76.04,3529.13,-90.74,,,
3-Year Average,,,,-13.71,-13.11,,119.64,-6.95,,,
5-Year Average,,,,,28.21,-28.44,41.66,,,,
10-Year Average,,0.44,,-5.33,,-3.43,,,,,
