Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,17.63,25.94,-28.15,10.51,2.88,8.12,-6.48,2.77,9.16,1.73,-8.64
3-Year Average,15.2,14.12,2.1,,-6.52,7.12,1.33,1.29,1.61,4.5,
5-Year Average,2.82,12.92,6.7,3.37,3.89,2.15,-3.75,3.39,3.14,2.91,
10-Year Average,1.64,3.7,0.03,2.39,1.07,2.48,4.25,5.04,3.25,3.4,
