Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,-98.58,,,,109.26,,,91.5,564.51,-64.82,-29.57
3-Year Average,,,,-27.12,,,12.31,9.04,,64.82,
5-Year Average,,,,,-59.07,,,,78.32,24.83,
10-Year Average,-11.0,,,39.04,,,,,,-28.52,
