Key Cash Flow Ratios,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Operating Cash Flow Growth % YOY,116.35,-80.37,95.62,38.54,34.53,-9.35,1.33,8.44,29.74,42.3,
Free Cash Flow Growth % YOY,144.98,,,40.88,33.31,-16.82,-9.5,35.06,39.03,37.37,
Cap Ex as a % of Sales,4.58,11.9,2.33,2.76,3.47,4.28,6.18,2.61,1.72,2.55,2.54
Free Cash Flow/Sales %,26.42,-4.62,12.33,16.31,19.27,14.97,14.04,16.73,21.74,21.65,29.38
Free Cash Flow/Net Income,1.36,5.27,-6.03,2.28,1.33,1.14,1.32,1.24,1.77,0.9,1.02
