Key EPS %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,19.23,-50.0,29.25,,,17.53,-46.78,-10.99,44.58,-87.98,
3-Year Average,,,-8.32,,-8.48,-11.33,,-17.73,-11.85,-46.32,
5-Year Average,,,,,-14.49,-14.74,-13.67,-19.87,,-37.32,
10-Year Average,,,,,,,,,,-26.79,
