Key Revenue %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,9.83,-14.95,7.12,20.15,11.45,9.59,14.7,13.48,6.17,4.79,9.74
3-Year Average,15.95,3.67,0.02,3.06,12.78,13.64,11.89,12.57,11.39,8.08,
5-Year Average,15.61,8.69,7.27,7.47,6.03,5.98,12.51,13.82,11.04,9.68,
10-Year Average,25.09,16.88,14.0,13.63,12.07,10.69,10.58,10.49,9.24,7.84,
