Key Margins % of Sales,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Revenue,,,,,,,100.0,100.0,100.0,100.0,100.0
COGS,,,,,,,,,,,
Gross Margin,,,,,,,,,,,
SG&A,,,,,,,61.13,52.11,41.62,54.01,54.01
R&D,,,,,,,,,,,
Other,,,,,,,24.33,16.53,10.45,13.08,13.08
Operating Margin,,,,,,,14.54,31.36,47.93,32.91,32.91
Net Int Inc & Other,,,,,,,-5.36,-3.67,-25.39,-5.81,-5.81
EBT Margin,,,,,,,9.18,27.68,22.54,27.1,27.1
