Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,44.34,56.11,98.56,56.21,31.39,-18.5,32.39,29.72,31.58,4.19,
Free Cash Flow Growth % YOY,33.97,,,81.18,28.91,-24.31,40.31,21.36,43.81,-19.46,
Cap Ex as a % of Sales,6.66,16.69,8.29,6.26,7.54,7.05,6.37,7.64,6.45,11.32,12.27
Free Cash Flow/Sales %,8.69,-1.36,17.9,23.94,26.39,18.36,20.82,19.29,23.26,17.34,16.68
Free Cash Flow/Net Income,-0.11,-0.2,1.65,1.73,3.22,1.39,2.36,1.02,1.12,0.9,0.55
