Key Operating Income %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,,,,-52.49,,,1208.05,-2.88,-94.4,3392.86,-7918.75
3-Year Average,,,,,,-47.04,59.91,,-10.71,23.88,
5-Year Average,,,48.84,16.62,,,,13.54,-25.96,,
10-Year Average,,,-3.6,,,,28.59,30.0,-7.08,,
