Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,-82.37,160.43,-76.44,387.5,-66.67,,,209.52,9.23,-18.31,-52.17
3-Year Average,-50.92,-36.16,-52.35,44.09,-27.38,,-18.64,71.0,,40.3,
5-Year Average,,2.47,-40.83,-21.46,-29.37,,-9.16,52.04,12.73,34.86,
10-Year Average,-14.29,-8.42,-15.45,-14.91,,,-3.52,-5.15,-5.9,-2.4,
