Key Net Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,,,,,50.55,-26.56,27.62,57.28,8.65,-70.3,
3-Year Average,,,,,,,12.16,13.81,29.68,-20.23,
5-Year Average,,,,,,,,,19.25,-13.81,
10-Year Average,,,,,,,,,,,
