Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,,,-989.0,,,,,,,,
Free Cash Flow Growth % YOY,,,,,,,,,,598.0,
Cap Ex as a % of Sales,3.71,4.72,3.83,3.65,3.45,3.2,4.36,8.09,7.59,8.21,7.28
Free Cash Flow/Sales %,26.17,49.57,35.33,63.75,45.22,32.38,38.75,12.81,18.23,16.8,31.29
Free Cash Flow/Net Income,1.3,-4.03,-0.78,-4.72,3.15,1.99,2.99,0.7,1.22,0.85,1.32
