Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,-2.67,147.95,-85.64,136.15,-14.33,-45.63,6.99,1.31,-53.55,168.06,-52.58
3-Year Average,24.75,73.93,-29.75,-5.61,-33.76,3.23,-20.72,-16.16,-20.45,8.05,
5-Year Average,21.65,,-7.11,12.29,-6.85,-17.09,-29.92,3.58,-25.18,-6.0,
10-Year Average,12.24,29.61,8.82,-0.25,,0.43,,-1.91,-8.34,-6.43,
