Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,1.88,-33.95,-77.65,150.0,29.0,47.29,12.11,-6.1,,,-106.25
3-Year Average,34.65,16.92,-46.82,-28.27,-10.34,68.1,28.66,15.74,,-14.31,
5-Year Average,22.94,13.04,-18.46,-2.24,-13.48,-6.86,3.54,37.97,,0.76,
10-Year Average,9.49,3.49,-9.82,-0.63,3.78,7.01,8.18,6.06,,-6.63,
