Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,2.59,4.3,19.93,25.94,40.53,-6.71,61.09,-17.7,6.7,26.09,
Free Cash Flow Growth % YOY,2.89,-7.98,64.68,44.49,37.77,-29.39,109.87,-29.3,3.93,33.58,
Cap Ex as a % of Sales,5.21,5.62,4.5,4.4,5.94,6.72,5.25,5.02,5.14,5.62,5.87
Free Cash Flow/Sales %,4.91,4.2,6.41,9.1,11.59,6.73,9.82,6.39,6.16,7.69,7.58
Free Cash Flow/Net Income,0.68,0.64,0.93,1.4,1.63,1.03,1.82,1.13,3.15,1.29,2.23
