Key Net Income %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,-24.2,3.85,,,,-62.0,186.5,-1.43,-4.3,5.31,
3-Year Average,55.98,-8.57,,,-15.02,,,2.38,39.29,-0.22,
5-Year Average,55.25,43.09,,,-13.54,-24.69,-7.75,,,1.58,
10-Year Average,,,,,,12.03,17.39,13.83,-7.04,-6.29,
