Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,25.98,25.86,29.64,28.55,28.39,28.31,30.92,30.99,29.7,27.53,27.53
Gross Margin,74.02,74.14,70.36,71.45,71.61,71.69,69.08,69.01,70.3,72.47,72.47
SG&A,19.45,20.91,18.82,19.76,13.73,11.63,13.09,13.02,9.89,8.77,8.7
R&D,,,,,,,,,,,
Other,25.11,52.02,58.61,124.72,51.22,55.31,38.6,37.82,43.11,37.32,34.1
Operating Margin,29.45,1.21,-7.07,-73.03,6.67,4.74,17.39,18.16,17.3,26.39,29.67
Net Int Inc & Other,-29.45,-1.21,7.07,-121.22,-25.88,-9.99,1.82,22.37,25.87,26.79,44.77
EBT Margin,,,,-194.25,-19.21,-5.24,19.21,40.53,43.18,53.18,74.44
