Key Net Income %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,12.82,5.25,6.98,14.33,-4.21,8.28,-5.75,2.13,-10.2,-7.15,
3-Year Average,7.43,6.06,8.3,8.78,5.42,5.85,-0.75,1.39,-4.74,-5.22,
5-Year Average,9.63,8.16,6.9,7.85,6.83,5.95,3.64,2.68,-2.16,-2.77,
10-Year Average,13.7,11.7,10.3,10.04,8.94,7.78,5.87,4.77,2.72,1.92,
