Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,-16.12,-12.05,,,-40.07,16.85,3.85,20.37,13.46,20.0,22.45
3-Year Average,3.36,6.27,,-1.1,-12.97,,-10.07,13.46,12.35,17.9,
5-Year Average,3.46,0.15,,5.71,-13.43,-7.49,-4.36,,-0.14,14.74,
10-Year Average,4.75,2.3,,0.45,-3.22,-2.17,-2.13,-0.67,2.75,-0.33,
