Key Operating Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,11.29,22.13,14.93,17.61,14.47,10.49,14.24,3.87,-12.35,-11.04,-24.83
3-Year Average,15.52,17.66,16.03,18.19,15.66,14.15,13.05,9.45,1.32,-6.79,
5-Year Average,17.37,16.76,16.69,17.1,16.03,15.86,14.33,12.03,5.64,0.44,
10-Year Average,66.16,45.39,31.62,18.5,19.2,16.61,15.53,14.34,11.22,7.95,
