Key Net Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,15.5,26.04,-18.82,46.47,18.42,19.78,11.29,18.05,-7.88,-11.3,
3-Year Average,45.36,31.59,5.73,14.44,12.08,27.6,16.43,16.31,6.57,-1.19,
5-Year Average,6.7,8.08,25.73,22.06,15.44,16.28,13.42,22.24,11.41,5.16,
10-Year Average,15.69,,8.89,12.69,13.04,11.39,10.72,23.97,16.62,10.18,
