Key Cash Flow Ratios,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Operating Cash Flow Growth % YOY,,8.49,-47.6,21.5,,,-5.38,61.72,175.54,35.07,
Free Cash Flow Growth % YOY,,0.71,-69.45,52.02,,,4.2,28.22,334.03,40.03,
Cap Ex as a % of Sales,,4.8,6.02,6.97,7.79,8.29,5.52,10.64,8.86,8.73,8.73
Free Cash Flow/Sales %,,15.0,4.76,8.6,-31.68,7.07,6.62,8.1,18.91,23.83,23.83
Free Cash Flow/Net Income,,0.68,0.51,-0.5,-2.79,0.75,0.5,-4.18,1.6,1.18,1.18
