Key Net Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,114.8,-19.85,17.77,-7.63,48.07,-0.46,25.0,4.91,-12.17,55.38,
3-Year Average,32.67,20.11,26.57,-4.46,17.22,10.83,22.59,9.29,4.82,12.7,
5-Year Average,33.85,6.81,17.13,13.52,22.63,5.14,14.92,12.29,11.16,12.24,
10-Year Average,7.99,23.8,20.14,,21.84,18.63,10.79,14.68,12.33,17.32,
