Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,,,847.0,114.0,,,,967.0,,367.0,
Free Cash Flow Growth % YOY,,,781.0,642.0,,,,951.0,,342.0,
Cap Ex as a % of Sales,1.64,0.94,1.08,0.45,0.18,0.15,0.15,0.18,0.19,0.24,0.32
Free Cash Flow/Sales %,14.91,11.72,12.38,13.63,6.31,15.37,17.41,17.47,20.5,20.0,17.68
Free Cash Flow/Net Income,0.74,1.04,1.12,1.37,1.46,1.5,1.53,1.65,1.66,1.84,1.98
