Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,-29.04,1.59,-4.54,13.82,16.71,21.14,-5.63,21.82,20.32,20.03,
3-Year Average,-15.1,,-11.71,3.35,8.24,17.18,10.09,11.67,11.42,20.72,
5-Year Average,-6.48,-8.74,-9.91,,-1.78,9.31,7.71,13.09,14.36,15.0,
10-Year Average,0.09,-1.18,-2.38,-2.09,-1.13,1.11,-0.86,0.94,,6.28,
