Key Cash Flow Ratios,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Operating Cash Flow Growth % YOY,,,,,,-27.94,-25.72,,,17.33,
Free Cash Flow Growth % YOY,,,,,,-27.93,-26.11,,,18.32,
Cap Ex as a % of Sales,0.74,1.09,0.06,0.03,0.04,,0.18,1.0,20.52,0.03,
Free Cash Flow/Sales %,-15.06,2.3,-17.4,-51.72,165.43,26.11,32.81,-840.42,,43.68,8.41
Free Cash Flow/Net Income,0.2,-0.36,0.39,5.5,15.75,2.47,1.2,-1.86,-5.23,45.37,1.21
