Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,7.8,-28.95,17.59,55.12,9.64,-9.26,27.04,31.33,13.76,31.18,25.81
3-Year Average,39.49,-3.72,-3.43,9.03,25.99,15.56,8.12,14.82,23.81,25.14,
5-Year Average,4.5,21.37,17.79,10.24,8.9,5.22,18.18,20.82,13.56,17.7,
10-Year Average,,,,,,4.86,19.77,19.3,11.89,13.22,
