Key Net Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,26.05,28.74,-26.51,14.11,5.88,7.44,-6.92,2.82,9.25,4.36,
3-Year Average,20.05,18.49,6.05,2.59,-3.88,9.09,1.92,0.93,1.5,5.44,
5-Year Average,7.13,17.28,10.36,6.88,7.58,4.2,-2.35,4.44,3.53,3.23,
10-Year Average,2.68,5.07,2.1,5.34,4.32,5.65,7.02,7.36,5.19,5.38,
