Key Operating Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,8.33,175.38,64.8,-25.42,10.45,-69.55,-35.14,,,,
3-Year Average,-10.93,10.97,70.04,50.14,10.73,-36.93,-39.8,,,-32.14,
5-Year Average,2.31,20.31,26.24,10.93,32.28,2.63,-23.14,,,-42.71,
10-Year Average,-4.12,6.77,11.2,7.18,14.82,2.47,-3.84,,,-12.94,
