Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,55.04,56.15,54.0,55.24,57.28,55.88,54.68,53.6,50.97,50.05,53.79
Gross Margin,44.96,43.85,46.0,44.76,42.72,44.12,45.32,46.4,49.03,49.95,46.21
SG&A,32.66,33.37,35.73,35.08,33.78,34.19,34.05,34.69,34.78,35.19,32.92
R&D,,,,,,,,,,,
Other,0.2,0.68,0.67,,0.09,0.1,,,,,0.61
Operating Margin,12.09,9.79,9.59,9.68,8.85,9.83,11.28,11.72,14.25,14.76,12.68
Net Int Inc & Other,-0.69,-0.84,-0.81,-0.97,-0.39,-0.31,-0.62,-0.41,-0.59,-1.31,-1.45
EBT Margin,11.4,8.95,8.78,8.72,8.46,9.52,10.66,11.31,13.66,13.46,11.22
