Key Operating Income %,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016
Year over Year,,-3.22,-58.91,,,13.49,17.1,-50.44,316.56,65.19,
3-Year Average,,5.54,-28.35,,-33.69,-6.97,,-7.66,30.6,124.95,
5-Year Average,,18.96,,,-23.56,-20.37,-13.43,-10.57,,37.14,
10-Year Average,,26.59,13.3,,0.64,-2.18,0.36,,0.53,6.95,
