Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,24.82,11.0,0.74,6.96,10.45,6.13,6.47,7.9,7.81,10.83,9.74
3-Year Average,18.88,17.08,11.76,6.15,5.97,7.83,7.66,6.83,7.39,8.84,
5-Year Average,17.46,16.56,13.44,11.58,10.52,6.99,6.1,7.57,7.74,7.82,
10-Year Average,13.37,12.34,11.22,11.62,12.18,12.1,11.21,10.47,9.64,9.16,
