Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,-2.94,-52.73,,,22.73,55.56,2.38,106.98,124.72,-60.5,-284.62
3-Year Average,9.55,-19.94,,-48.91,-29.79,,25.03,48.82,68.24,22.48,
5-Year Average,8.85,-9.85,,-32.06,-30.79,-23.94,-11.23,,55.5,23.95,
10-Year Average,10.77,1.95,,-13.64,-12.94,-9.01,-10.54,-3.38,2.78,-7.38,
