Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,76.29,61.45,62.26,53.85,50.9,51.69,52.46,56.03,47.93,55.14,50.99
Gross Margin,23.71,38.55,37.74,46.15,49.1,48.31,47.54,43.97,52.07,44.86,49.01
SG&A,12.64,11.54,15.03,9.36,9.42,8.42,8.81,9.53,7.12,6.09,4.9
R&D,13.43,15.6,16.51,13.38,13.57,14.17,15.79,16.28,15.37,20.2,19.32
Other,4.52,2.0,2.96,1.15,1.11,1.1,1.03,7.89,5.66,21.67,12.93
Operating Margin,-6.88,9.42,3.23,22.26,25.0,24.62,21.9,10.26,23.92,-3.09,11.87
Net Int Inc & Other,-7.01,-5.89,-5.66,-2.87,-0.98,0.13,0.63,-2.25,-2.42,-5.27,-3.51
EBT Margin,-13.88,3.53,-2.43,19.4,24.02,24.75,22.54,8.01,21.5,-8.36,8.36
