Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,73.37,75.48,65.14,73.4,72.83,69.96,69.34,68.82,69.16,71.88,70.32
Gross Margin,26.63,24.52,34.86,26.6,27.17,30.04,30.66,31.18,30.84,28.12,29.68
SG&A,13.09,13.02,13.72,12.9,12.59,14.39,14.39,14.03,13.64,13.93,14.23
R&D,,,,,,,,,,,
Other,6.17,7.65,16.01,6.55,5.68,7.47,7.28,6.72,6.54,6.6,6.98
Operating Margin,7.38,3.85,5.13,7.15,8.91,8.19,9.0,10.43,10.66,7.59,8.47
Net Int Inc & Other,0.18,-8.49,,-3.89,-3.31,-3.76,-3.77,-6.74,-5.0,-3.06,-4.05
EBT Margin,7.56,-4.64,5.13,3.26,5.6,4.43,5.23,3.69,5.66,4.54,4.42
