Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,,-17.79,-40.22,-36.89,-12.07,-1.71,-5.41,-0.77,9.32,17.4,4.8
3-Year Average,20.42,7.72,,-32.31,-30.77,-18.29,-6.49,-2.65,0.86,8.39,
5-Year Average,,,-3.01,-13.96,,-23.15,-20.96,-12.53,-2.37,3.44,
10-Year Average,,,,,,,,-7.89,-8.35,,
