Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,8.65,4.95,-2.65,12.76,6.3,1.2,4.66,4.59,-2.12,3.08,12.35
3-Year Average,3.83,6.23,3.54,4.83,5.28,6.65,4.03,3.47,2.33,1.81,
5-Year Average,4.7,4.67,2.72,5.64,5.88,4.38,4.33,5.83,2.88,2.25,
10-Year Average,4.78,5.44,4.92,6.01,4.22,4.54,4.5,4.27,4.25,4.05,
