Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,11.49,-11.31,-26.21,1.57,7.82,10.32,17.57,26.98,3.26,2.18,
3-Year Average,2.52,-0.9,-9.97,-12.73,-6.86,6.51,11.83,18.09,15.52,10.24,
5-Year Average,2.08,-3.04,-6.75,-6.11,-4.39,-4.59,0.95,12.52,12.89,11.69,
10-Year Average,37.21,35.06,31.32,-0.4,-1.25,-1.31,-1.07,2.44,2.95,3.34,
