Key Net Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,65.93,29.8,7.65,-32.23,30.07,-76.34,,,,,
3-Year Average,-16.57,22.74,32.36,-1.8,-1.73,-40.7,,,,,
5-Year Average,23.29,17.1,-4.09,6.17,15.37,-21.86,,,,-33.6,
10-Year Average,,,,7.25,9.36,-1.84,,,,-12.48,
