Key Revenue %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,,-18.92,5.3,-13.63,34.72,-5.45,17.46,4.64,7.9,119.93,
3-Year Average,,-26.54,-17.45,-9.66,7.01,3.24,14.37,5.13,9.87,35.42,
5-Year Average,,-24.89,-21.27,-18.45,-8.13,-1.24,6.35,6.22,11.05,22.49,
10-Year Average,,-12.44,-12.28,-12.77,-10.42,-11.64,-10.62,-8.55,-4.84,6.08,
