Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,,,,35.28,18.4,-32.43,19.24,3.78,10.86,-4.32,
Free Cash Flow Growth % YOY,,,,-3.64,58.66,-49.15,37.4,-12.01,-58.89,88.16,
Cap Ex as a % of Sales,,,1.63,5.94,2.72,4.0,3.42,4.89,10.21,6.73,5.79
Free Cash Flow/Sales %,,,12.02,9.98,14.33,6.88,9.2,7.9,3.03,5.52,5.66
Free Cash Flow/Net Income,,,1.78,0.9,1.34,0.63,0.9,0.81,0.26,0.59,0.26
