Key Revenue %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,,,,,9.42,18.53,34.74,20.55,0.44,-11.6,20.2
3-Year Average,,,,,,,20.45,24.4,17.72,2.29,
5-Year Average,,,,,,,,,16.17,11.32,
10-Year Average,,,,,,,,,,,
