Key Revenue %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,10.32,-5.86,9.54,9.27,13.67,11.98,10.45,16.51,11.24,5.02,-0.23
3-Year Average,17.69,7.87,4.39,4.06,10.81,11.62,12.02,12.95,12.7,10.82,
5-Year Average,20.57,13.05,10.95,8.48,7.16,7.48,10.97,12.35,12.75,10.98,
10-Year Average,23.01,19.25,17.31,16.01,14.99,13.84,12.0,11.64,10.59,9.05,
