Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,59.45,57.39,54.93,55.34,55.81,54.33,54.76,54.85,54.19,52.1,52.24
Gross Margin,40.55,42.61,45.07,44.66,44.19,45.67,45.24,45.15,45.81,47.9,47.76
SG&A,24.86,26.78,30.2,28.74,32.55,29.8,26.97,31.32,27.9,28.4,27.8
R&D,6.25,5.56,5.85,5.56,6.04,6.26,6.14,5.22,5.35,5.87,6.17
Other,0.03,0.35,1.16,1.11,0.86,4.71,1.58,0.64,0.64,0.24,0.59
Operating Margin,9.41,9.92,7.86,9.25,4.75,4.9,10.56,7.97,11.92,13.38,13.19
Net Int Inc & Other,-0.94,-2.33,-1.02,0.49,-1.4,-2.28,-2.97,-1.99,-2.0,-1.84,-0.13
EBT Margin,8.46,7.59,6.84,9.74,3.35,2.62,7.59,5.98,9.92,11.54,13.06
