Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,65.03,11.82,17.16,-0.51,-21.32,81.0,8.43,-32.28,10.16,16.31,-60.61
3-Year Average,,,29.31,9.24,-2.84,12.32,15.58,9.95,-6.82,-4.62,
5-Year Average,,,,,11.1,13.17,12.47,0.8,2.87,11.24,
10-Year Average,,,,,,,,,,11.17,
