Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,6.85,6.3,6.17,5.42,4.87,4.4,4.67,3.95,3.42,3.25,3.31
Gross Margin,93.15,93.7,93.83,94.58,95.13,95.6,95.33,96.05,96.58,96.75,96.69
SG&A,41.46,40.78,,,,,,,13.64,12.61,11.14
R&D,,,,,,,,,,,
Other,44.18,40.75,81.09,78.15,79.35,80.01,77.35,77.05,65.57,64.76,65.95
Operating Margin,16.32,13.97,15.38,18.36,17.72,17.09,19.18,21.29,18.48,20.66,20.16
Net Int Inc & Other,-2.03,-3.63,-2.28,-0.65,-0.62,-0.33,0.28,0.03,0.52,-0.15,-0.13
EBT Margin,14.29,10.34,13.1,17.72,17.11,16.76,19.46,21.31,18.99,20.51,20.04
