Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,,,,,,-49.29,164.04,18.65,-28.24,228.13,
Free Cash Flow Growth % YOY,,,,,,-53.55,182.76,15.24,-49.12,390.85,
Cap Ex as a % of Sales,,,,,2.17,1.72,1.66,1.7,3.09,1.16,0.99
Free Cash Flow/Sales %,,,,,24.49,9.14,15.11,11.95,5.06,14.96,20.11
Free Cash Flow/Net Income,,,,,1.76,0.72,0.92,1.24,1.79,1.14,1.47
