Key Operating Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,0.13,33.3,-14.81,-8.43,1.47,,,47.0,-3.02,30.39,43.69
3-Year Average,-4.28,-7.24,4.38,1.31,-7.5,,-3.61,9.07,,22.96,
5-Year Average,,15.53,-0.08,-9.04,1.11,,-6.92,3.81,5.01,10.41,
10-Year Average,-5.52,2.85,6.3,,,,3.7,1.85,-2.27,5.65,
