Key EPS %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,-2.09,-34.75,-86.66,,-0.31,-8.98,-28.91,98.56,-13.49,20.89,-142.86
3-Year Average,-8.98,-15.12,-55.99,0.25,15.46,118.98,-13.6,8.71,6.88,27.58,
5-Year Average,11.42,-10.85,-42.0,-1.14,-0.34,-1.78,-0.08,71.47,2.07,6.09,
10-Year Average,15.3,3.02,-17.44,4.15,2.92,4.61,-5.62,-0.27,0.45,2.82,
