Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0
COGS,44.53,43.3,47.83,40.71,37.01,36.7,39.01,36.06,34.76,35.81,36.91
Gross Margin,55.47,56.7,52.17,59.29,62.99,63.3,60.99,63.94,65.24,64.19,63.09
SG&A,13.41,14.69,15.83,14.62,16.74,15.63,14.35,13.09,15.81,15.12,15.03
R&D,,,,,,,,,,,
Other,8.19,7.26,6.93,5.94,5.85,7.02,8.14,6.67,9.48,10.61,10.74
Operating Margin,33.88,34.75,29.4,38.73,40.39,40.65,38.5,44.18,39.95,38.47,37.32
Net Int Inc & Other,-1.7,-3.54,-3.64,-3.01,-4.45,-5.14,-4.73,-4.88,-1.1,-5.71,-5.03
EBT Margin,32.18,31.21,25.76,35.72,35.94,35.5,33.76,39.31,38.85,32.76,32.29
