Key Margins % of Sales,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Revenue,,,,,,,,,100.0,100.0,100.0
COGS,,,,,,,,,470.99,796.58,565.89
Gross Margin,,,,,,,,,-370.99,-696.58,-465.89
SG&A,,,,,,,,,,,882.82
R&D,,,,,,,,,,890.3,551.58
Other,,,,,,,,,579.69,374.71,91.46
Operating Margin,,,,,,,,,,,
Net Int Inc & Other,,,,,,,,,-27.66,-43.67,-10.45
EBT Margin,,,,,,,,,,,
