Key Cash Flow Ratios,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Operating Cash Flow Growth % YOY,,42.53,40.58,21.62,52.39,,,-19.31,118.81,37.74,
Free Cash Flow Growth % YOY,,46.02,50.38,19.79,49.19,,,-20.62,194.76,48.55,
Cap Ex as a % of Sales,3.33,3.53,2.8,3.41,5.3,4.99,4.15,3.19,3.34,3.16,4.19
Free Cash Flow/Sales %,14.67,17.85,23.39,24.94,32.87,-12.86,5.97,4.41,11.97,17.02,5.62
Free Cash Flow/Net Income,1.09,1.4,9.19,2.02,2.92,-1.51,0.66,0.46,1.19,1.82,0.77
