Key Revenue %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,32.79,1.91,-13.53,4.7,4.93,8.49,7.42,-4.57,-9.5,-8.59,0.5
3-Year Average,25.93,15.61,5.38,-2.65,-1.7,6.03,6.94,3.6,-2.47,-7.58,
5-Year Average,19.51,20.07,11.97,6.94,5.15,0.99,2.06,4.09,1.1,-1.65,
10-Year Average,18.27,14.84,11.24,10.13,9.11,9.86,10.7,7.95,3.98,1.69,
