Key Revenue %,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
Year over Year,-7.67,-39.72,19.77,74.39,-0.1,-10.38,3.05,-3.94,6.06,16.6,29.16
3-Year Average,6.54,-9.79,-12.64,7.98,27.78,16.01,-2.65,-3.91,1.63,5.91,
5-Year Average,13.77,0.31,-2.68,8.93,3.04,2.43,14.02,9.1,-1.23,1.87,
10-Year Average,8.02,6.07,1.96,4.2,6.84,7.95,6.95,3.04,3.72,2.45,
