Key Operating Income %,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Year over Year,0.81,2.5,-5.34,1.36,6.53,-3.97,-16.74,2.99,-2.73,-56.4,-2.41
3-Year Average,,2.2,-0.73,-0.56,0.73,1.21,-5.21,-6.27,-5.87,-24.13,
5-Year Average,9.93,,,0.48,1.1,0.12,-3.96,-2.32,-3.12,-18.97,
10-Year Average,,,,,7.64,4.91,,,-1.34,-9.49,
